medicion,empresa,tipo_eleccion,anio_medicion,anio_gobierno,eleccion,fecha,partido,sigla,candidato,presidente,categoria,categoria_unificada,valor
Evaluacion de gestion presidente,Cifra,,2021,2,,2021-07-03,Partido Nacional,PN,,Lacalle Pou,Aprueba,3,59
Evaluacion de gestion presidente,Cifra,,2021,2,,2021-07-03,Partido Nacional,PN,,Lacalle Pou,Ni aprueba ni desaprueba,2,11
Evaluacion de gestion presidente,Cifra,,2021,2,,2021-07-03,Partido Nacional,PN,,Lacalle Pou,Desaprueba,1,30
Evaluacion de gestion presidente,Equipos,,2021,2,,2021-07-02,Partido Nacional,PN,,Lacalle Pou,Aprueba,3,55
Evaluacion de gestion presidente,Equipos,,2021,2,,2021-07-02,Partido Nacional,PN,,Lacalle Pou,Ni aprueba ni desaprueba,2,16
Evaluacion de gestion presidente,Equipos,,2021,2,,2021-07-02,Partido Nacional,PN,,Lacalle Pou,Desaprueba,1,28
Evaluacion de gestion presidente,Equipos,,2021,2,,2021-07-02,Partido Nacional,PN,,Lacalle Pou,No sabe o no contesta	,0,1
Evaluacion de gestion presidente,Equipos,,2021,2,,2021-05-31,Partido Nacional,PN,,Lacalle Pou,Aprueba,3,60
Evaluacion de gestion presidente,Equipos,,2021,2,,2021-05-31,Partido Nacional,PN,,Lacalle Pou,Ni aprueba ni desaprueba,2,16
Evaluacion de gestion presidente,Equipos,,2021,2,,2021-05-31,Partido Nacional,PN,,Lacalle Pou,Desaprueba,1,24
Evaluacion de gestion presidente,Equipos,,2021,2,,2021-05-31,Partido Nacional,PN,,Lacalle Pou,No sabe o no contesta	,0,0
Evaluacion de gestion presidente,Opcion,,2021,2,,2021-05-20,Partido Nacional,PN,,Lacalle Pou,Buena y muy buena,3,55
Evaluacion de gestion presidente,Opcion,,2021,2,,2021-05-20,Partido Nacional,PN,,Lacalle Pou,Ni buena ni mala,2,26
Evaluacion de gestion presidente,Opcion,,2021,2,,2021-05-20,Partido Nacional,PN,,Lacalle Pou,Mala y muy mala,1,18
Evaluacion de gestion presidente,Opcion,,2021,2,,2021-05-20,Partido Nacional,PN,,Lacalle Pou,No sabe o no contesta	,0,1
Evaluacion de gestion presidente,Cifra,,2021,2,,2021-04-30,Partido Nacional,PN,,Lacalle Pou,Aprueba,3,60
Evaluacion de gestion presidente,Cifra,,2021,2,,2021-04-30,Partido Nacional,PN,,Lacalle Pou,Ni aprueba ni desaprueba,2,12
Evaluacion de gestion presidente,Cifra,,2021,2,,2021-04-30,Partido Nacional,PN,,Lacalle Pou,Desaprueba,1,28
Evaluacion de gestion presidente,Equipos,,2021,2,,2021-04-29,Partido Nacional,PN,,Lacalle Pou,Aprueba,3,59
Evaluacion de gestion presidente,Equipos,,2021,2,,2021-04-29,Partido Nacional,PN,,Lacalle Pou,Ni aprueba ni desaprueba,2,18
Evaluacion de gestion presidente,Equipos,,2021,2,,2021-04-29,Partido Nacional,PN,,Lacalle Pou,Desaprueba,1,20
Evaluacion de gestion presidente,Equipos,,2021,2,,2021-04-29,Partido Nacional,PN,,Lacalle Pou,No sabe o no contesta	,0,3
Evaluacion de gestion presidente,Equipos,,2021,2,,2021-03-31,Partido Nacional,PN,,Lacalle Pou,Aprueba,3,58
Evaluacion de gestion presidente,Equipos,,2021,2,,2021-03-31,Partido Nacional,PN,,Lacalle Pou,Ni aprueba ni desaprueba,2,17
Evaluacion de gestion presidente,Equipos,,2021,2,,2021-03-31,Partido Nacional,PN,,Lacalle Pou,Desaprueba,1,24
Evaluacion de gestion presidente,Equipos,,2021,2,,2021-03-31,Partido Nacional,PN,,Lacalle Pou,No sabe o no contesta	,0,1
Evaluacion de gestion presidente,Equipos,,2021,2,,2021-03-05,Partido Nacional,PN,,Lacalle Pou,Aprueba,3,54
Evaluacion de gestion presidente,Equipos,,2021,2,,2021-03-05,Partido Nacional,PN,,Lacalle Pou,Ni aprueba ni desaprueba,2,20
Evaluacion de gestion presidente,Equipos,,2021,2,,2021-03-05,Partido Nacional,PN,,Lacalle Pou,Desaprueba,1,24
Evaluacion de gestion presidente,Equipos,,2021,2,,2021-03-05,Partido Nacional,PN,,Lacalle Pou,No sabe o no contesta	,0,2
Evaluacion de gestion presidente,Factum,,2021,2,,2021-01-27,Partido Nacional,PN,,Lacalle Pou,Aprueba,3,54
Evaluacion de gestion presidente,Factum,,2021,2,,2021-01-27,Partido Nacional,PN,,Lacalle Pou,Ni aprueba ni desaprueba,2,2
Evaluacion de gestion presidente,Factum,,2021,2,,2021-01-27,Partido Nacional,PN,,Lacalle Pou,Desaprueba,1,44
Evaluacion de gestion presidente,Opcion,,2021,2,,2021-02-27,Partido Nacional,PN,,Lacalle Pou,Buena y muy buena,3,52
Evaluacion de gestion presidente,Opcion,,2021,2,,2021-02-27,Partido Nacional,PN,,Lacalle Pou,Ni buena ni mala,2,27
Evaluacion de gestion presidente,Opcion,,2021,2,,2021-02-27,Partido Nacional,PN,,Lacalle Pou,Mala y muy mala,1,20
Evaluacion de gestion presidente,Opcion,,2021,2,,2021-02-27,Partido Nacional,PN,,Lacalle Pou,No sabe o no contesta	,0,1
Evaluacion de gestion presidente,Cifra,,2021,2,,2021-02-28,Partido Nacional,PN,,Lacalle Pou,Aprueba,3,64
Evaluacion de gestion presidente,Cifra,,2021,2,,2021-02-28,Partido Nacional,PN,,Lacalle Pou,Ni aprueba ni desaprueba,2,11
Evaluacion de gestion presidente,Cifra,,2021,2,,2021-02-28,Partido Nacional,PN,,Lacalle Pou,Desaprueba,1,25
Evaluacion de gestion presidente,Equipos,,2021,2,,2021-01-14,Partido Nacional,PN,,Lacalle Pou,No sabe o no contesta	,0,3
Evaluacion de gestion presidente,Equipos,,2021,2,,2021-01-14,Partido Nacional,PN,,Lacalle Pou,Desaprueba,1,23
Evaluacion de gestion presidente,Equipos,,2021,2,,2021-01-14,Partido Nacional,PN,,Lacalle Pou,Ni aprueba ni desaprueba,2,18
Evaluacion de gestion presidente,Equipos,,2021,2,,2021-01-14,Partido Nacional,PN,,Lacalle Pou,Aprueba,3,56
Evaluacion de gestion presidente,Equipos,,2021,2,,2021-01-31,Partido Nacional,PN,,Lacalle Pou,No sabe o no contesta	,0,3
Evaluacion de gestion presidente,Equipos,,2021,2,,2021-01-31,Partido Nacional,PN,,Lacalle Pou,Desaprueba,1,26
Evaluacion de gestion presidente,Equipos,,2021,2,,2021-01-31,Partido Nacional,PN,,Lacalle Pou,Ni aprueba ni desaprueba,2,18
Evaluacion de gestion presidente,Equipos,,2021,2,,2021-01-31,Partido Nacional,PN,,Lacalle Pou,Aprueba,3,53
Evaluacion de gestion presidente,Cifra,,2020,1,,2020-07-13,Partido Nacional,PN,,Lacalle Pou,Aprueba,3,66
Evaluacion de gestion presidente,Cifra,,2020,1,,2020-07-13,Partido Nacional,PN,,Lacalle Pou,Ni aprueba ni desaprueba,2,15
Evaluacion de gestion presidente,Cifra,,2020,1,,2020-07-13,Partido Nacional,PN,,Lacalle Pou,Desaprueba,1,19
Evaluacion de gestion presidente,Cifra,,2020,1,,2020-05-31,Partido Nacional,PN,,Lacalle Pou,Aprueba,3,57
Evaluacion de gestion presidente,Cifra,,2020,1,,2020-05-31,Partido Nacional,PN,,Lacalle Pou,Ni aprueba ni desaprueba,2,19
Evaluacion de gestion presidente,Cifra,,2020,1,,2020-05-31,Partido Nacional,PN,,Lacalle Pou,Desaprueba,1,24
Evaluacion de gestion presidente,Equipos,,2020,1,,2020-11-04,Partido Nacional,PN,,Lacalle Pou,Aprueba,3,60
Evaluacion de gestion presidente,Equipos,,2020,1,,2020-11-04,Partido Nacional,PN,,Lacalle Pou,Ni aprueba ni desaprueba,2,18
Evaluacion de gestion presidente,Equipos,,2020,1,,2020-11-04,Partido Nacional,PN,,Lacalle Pou,Desaprueba,1,20
Evaluacion de gestion presidente,Equipos,,2020,1,,2020-11-04,Partido Nacional,PN,,Lacalle Pou,No sabe o no contesta	,0,2
Evaluacion de gestion presidente,Equipos,,2020,1,,2020-09-11,Partido Nacional,PN,,Lacalle Pou,Aprueba,3,57
Evaluacion de gestion presidente,Equipos,,2020,1,,2020-09-11,Partido Nacional,PN,,Lacalle Pou,Ni aprueba ni desaprueba,2,21
Evaluacion de gestion presidente,Equipos,,2020,1,,2020-09-11,Partido Nacional,PN,,Lacalle Pou,Desaprueba,1,20
Evaluacion de gestion presidente,Equipos,,2020,1,,2020-09-11,Partido Nacional,PN,,Lacalle Pou,No sabe o no contesta	,0,2
Evaluacion de gestion presidente,Equipos,,2020,1,,2020-08-03,Partido Nacional,PN,,Lacalle Pou,Aprueba,3,59
Evaluacion de gestion presidente,Equipos,,2020,1,,2020-08-03,Partido Nacional,PN,,Lacalle Pou,Ni aprueba ni desaprueba,2,20
Evaluacion de gestion presidente,Equipos,,2020,1,,2020-08-03,Partido Nacional,PN,,Lacalle Pou,Desaprueba,1,20
Evaluacion de gestion presidente,Equipos,,2020,1,,2020-08-03,Partido Nacional,PN,,Lacalle Pou,No sabe o no contesta	,0,1
Evaluacion de gestion presidente,Equipos,,2020,1,,2020-06-30,Partido Nacional,PN,,Lacalle Pou,Aprueba,3,63
Evaluacion de gestion presidente,Equipos,,2020,1,,2020-06-30,Partido Nacional,PN,,Lacalle Pou,Ni aprueba ni desaprueba,2,19
Evaluacion de gestion presidente,Equipos,,2020,1,,2020-06-30,Partido Nacional,PN,,Lacalle Pou,Desaprueba,1,16
Evaluacion de gestion presidente,Equipos,,2020,1,,2020-06-30,Partido Nacional,PN,,Lacalle Pou,No sabe o no contesta	,0,2
Evaluacion de gestion presidente,Equipos,,2020,1,,2020-06-01,Partido Nacional,PN,,Lacalle Pou,Aprueba,3,63
Evaluacion de gestion presidente,Equipos,,2020,1,,2020-06-01,Partido Nacional,PN,,Lacalle Pou,Ni aprueba ni desaprueba,2,17
Evaluacion de gestion presidente,Equipos,,2020,1,,2020-06-01,Partido Nacional,PN,,Lacalle Pou,Desaprueba,1,18
Evaluacion de gestion presidente,Equipos,,2020,1,,2020-06-01,Partido Nacional,PN,,Lacalle Pou,No sabe o no contesta	,0,2
Evaluacion de gestion presidente,Equipos,,2020,1,,2020-05-04,Partido Nacional,PN,,Lacalle Pou,Aprueba,3,62
Evaluacion de gestion presidente,Equipos,,2020,1,,2020-05-04,Partido Nacional,PN,,Lacalle Pou,Ni aprueba ni desaprueba,2,15
Evaluacion de gestion presidente,Equipos,,2020,1,,2020-05-04,Partido Nacional,PN,,Lacalle Pou,Desaprueba,1,19
Evaluacion de gestion presidente,Equipos,,2020,1,,2020-05-04,Partido Nacional,PN,,Lacalle Pou,No sabe o no contesta	,0,4
Evaluacion de gestion presidente,Opcion,,2020,1,,2020-10-12,Partido Nacional,PN,,Lacalle Pou,Buena y muy buena,3,60
Evaluacion de gestion presidente,Opcion,,2020,1,,2020-10-12,Partido Nacional,PN,,Lacalle Pou,Ni buena ni mala,2,22
Evaluacion de gestion presidente,Opcion,,2020,1,,2020-10-12,Partido Nacional,PN,,Lacalle Pou,Mala y muy mala,1,15
Evaluacion de gestion presidente,Opcion,,2020,1,,2020-10-12,Partido Nacional,PN,,Lacalle Pou,No sabe o no contesta	,0,3
Evaluacion de gestion presidente,Opcion,,2020,1,,2020-05-19,Partido Nacional,PN,,Lacalle Pou,Buena y muy buena,3,62
Evaluacion de gestion presidente,Opcion,,2020,1,,2020-05-19,Partido Nacional,PN,,Lacalle Pou,Ni buena ni mala,2,22
Evaluacion de gestion presidente,Opcion,,2020,1,,2020-05-19,Partido Nacional,PN,,Lacalle Pou,Mala y muy mala,1,11
Evaluacion de gestion presidente,Opcion,,2020,1,,2020-05-19,Partido Nacional,PN,,Lacalle Pou,No sabe o no contesta	,0,5
Evaluacion de gestion presidente,Cifra,,2020,1,,2020-04-12,Partido Nacional,PN,,Lacalle Pou,Aprueba,3,58
Evaluacion de gestion presidente,Cifra,,2020,1,,2020-04-12,Partido Nacional,PN,,Lacalle Pou,Ni aprueba ni desaprueba,2,22
Evaluacion de gestion presidente,Cifra,,2020,1,,2020-04-12,Partido Nacional,PN,,Lacalle Pou,Desaprueba,1,20
Evaluacion de gestion presidente,Equipos,,2020,1,,2020-03-29,Partido Nacional,PN,,Lacalle Pou,Aprueba,3,65
Evaluacion de gestion presidente,Equipos,,2020,1,,2020-03-29,Partido Nacional,PN,,Lacalle Pou,Ni aprueba ni desaprueba,2,12
Evaluacion de gestion presidente,Equipos,,2020,1,,2020-03-29,Partido Nacional,PN,,Lacalle Pou,Desaprueba,1,20
Evaluacion de gestion presidente,Equipos,,2020,1,,2020-03-29,Partido Nacional,PN,,Lacalle Pou,No sabe o no contesta,0,3
Intencion de voto,Opcion,Balotaje,2019,,2019,2019-11-21,Frente Amplio,FA,Daniel Martinez,,,,41
Intencion de voto,Opcion,Balotaje,2019,,2019,2019-11-21,Partido Nacional,PN,Luis Lacalle Pou,,,,47
Intencion de voto,Opcion,Balotaje,2019,,2019,2019-11-21,No sabe o no contesta,NS/NC,No sabe o no contesta,,,,7
Intencion de voto,Opcion,Balotaje,2019,,2019,2019-11-21,Blanco o anulado,B/A,Blanco o anulado,,,,5
Intencion de voto,Equipos,Balotaje,2019,,2019,2019-11-20,Frente Amplio,FA,Daniel Martinez,,,,42
Intencion de voto,Equipos,Balotaje,2019,,2019,2019-11-20,Partido Nacional,PN,Luis Lacalle Pou,,,,48
Intencion de voto,Equipos,Balotaje,2019,,2019,2019-11-20,No sabe o no contesta,NS/NC,No sabe o no contesta,,,,5
Intencion de voto,Equipos,Balotaje,2019,,2019,2019-11-20,Blanco o anulado,B/A,Blanco o anulado,,,,5
Intencion de voto,Radar,Balotaje,2019,,2019,2019-11-20,Frente Amplio,FA,Daniel Martinez,,,,43.5
Intencion de voto,Radar,Balotaje,2019,,2019,2019-11-20,Partido Nacional,PN,Luis Lacalle Pou,,,,48.4
Intencion de voto,Radar,Balotaje,2019,,2019,2019-11-20,No sabe o no contesta,NS/NC,No sabe o no contesta,,,,3.9
Intencion de voto,Radar,Balotaje,2019,,2019,2019-11-20,Blanco o anulado,B/A,Blanco o anulado,,,,4.2
Intencion de voto,Factum,Balotaje,2019,,2019,2019-11-17,Frente Amplio,FA,Daniel Martinez,,,,43
Intencion de voto,Factum,Balotaje,2019,,2019,2019-11-17,Partido Nacional,PN,Luis Lacalle Pou,,,,51
Intencion de voto,Factum,Balotaje,2019,,2019,2019-11-17,Blanco o anulado,B/A,Blanco o anulado,,,,6
Intencion de voto,Cifra,Balotaje,2019,,2019,2019-11-17,Frente Amplio,FA,Daniel Martinez,,,,42
Intencion de voto,Cifra,Balotaje,2019,,2019,2019-11-17,Partido Nacional,PN,Luis Lacalle Pou,,,,47
Intencion de voto,Cifra,Balotaje,2019,,2019,2019-11-17,No sabe o no contesta,NS/NC,No sabe o no contesta,,,,6
Intencion de voto,Cifra,Balotaje,2019,,2019,2019-11-17,Blanco o anulado,B/A,Blanco o anulado,,,,5
Intencion de voto,Opcion,Balotaje,2019,,2019,2019-11-12,Frente Amplio,FA,Daniel Martinez,,,,42
Intencion de voto,Opcion,Balotaje,2019,,2019,2019-11-12,Partido Nacional,PN,Luis Lacalle Pou,,,,47
Intencion de voto,Opcion,Balotaje,2019,,2019,2019-11-12,No sabe o no contesta,NS/NC,No sabe o no contesta,,,,6
Intencion de voto,Opcion,Balotaje,2019,,2019,2019-11-12,Blanco o anulado,B/A,Blanco o anulado,,,,5
Intencion de voto,Equipos,Balotaje,2019,,2019,2019-11-11,Frente Amplio,FA,Daniel Martinez,,,,42
Intencion de voto,Equipos,Balotaje,2019,,2019,2019-11-11,Partido Nacional,PN,Luis Lacalle Pou,,,,48
Intencion de voto,Equipos,Balotaje,2019,,2019,2019-11-11,No sabe o no contesta,NS/NC,No sabe o no contesta,,,,5
Intencion de voto,Equipos,Balotaje,2019,,2019,2019-11-11,Blanco o anulado,B/A,Blanco o anulado,,,,5
Intencion de voto,Radar,Balotaje,2019,,2019,2019-11-11,Frente Amplio,FA,Daniel Martinez,,,,42.5
Intencion de voto,Radar,Balotaje,2019,,2019,2019-11-11,Partido Nacional,PN,Luis Lacalle Pou,,,,49.6
Intencion de voto,Radar,Balotaje,2019,,2019,2019-11-11,No sabe o no contesta,NS/NC,No sabe o no contesta,,,,3.9
Intencion de voto,Radar,Balotaje,2019,,2019,2019-11-11,Blanco o anulado,B/A,Blanco o anulado,,,,4
Intencion de voto,Equipos,Balotaje,2019,,2019,2019-11-04,Frente Amplio,FA,Daniel Martinez,,,,42
Intencion de voto,Equipos,Balotaje,2019,,2019,2019-11-04,Partido Nacional,PN,Luis Lacalle Pou,,,,47
Intencion de voto,Equipos,Balotaje,2019,,2019,2019-11-04,No sabe o no contesta,NS/NC,No sabe o no contesta,,,,6
Intencion de voto,Equipos,Balotaje,2019,,2019,2019-11-04,Blanco o anulado,B/A,Blanco o anulado,,,,5
Intencion de voto,Equipos,Nacional,2019,,2019,2019-10-23,Frente Amplio,FA,,,,,36
Intencion de voto,Equipos,Nacional,2019,,2019,2019-10-23,Partido Nacional,PN,,,,,25.7
Intencion de voto,Equipos,Nacional,2019,,2019,2019-10-23,Partido Colorado,PC,,,,,10.3
Intencion de voto,Equipos,Nacional,2019,,2019,2019-10-23,Partido Independiente,PI,,,,,1.2
Intencion de voto,Equipos,Nacional,2019,,2019,2019-10-23,Partido de la Gente,PG,,,,,0.7
Intencion de voto,Equipos,Nacional,2019,,2019,2019-10-23,Unidad Popular,UP,,,,,1.5
Intencion de voto,Equipos,Nacional,2019,,2019,2019-10-23,Cabildo Abierto,CA,,,,,8.4
Intencion de voto,Equipos,Nacional,2019,,2019,2019-10-23,Partido Ecologista Radical Intransigente,PERI,,,,,0.9
Intencion de voto,Equipos,Nacional,2019,,2019,2019-10-23,Otros partidos,OtrosP,,,,,0.3
Intencion de voto,Equipos,Nacional,2019,,2019,2019-10-23,No sabe o no contesta,NS/NC,,,,,11.7
Intencion de voto,Equipos,Nacional,2019,,2019,2019-10-23,Blanco o anulado,B/A,,,,,3.3
Intencion de voto,Opcion,Nacional,2019,,2019,2019-10-23,Frente Amplio,FA,,,,,35
Intencion de voto,Opcion,Nacional,2019,,2019,2019-10-23,Partido Nacional,PN,,,,,24
Intencion de voto,Opcion,Nacional,2019,,2019,2019-10-23,Partido Colorado,PC,,,,,11
Intencion de voto,Opcion,Nacional,2019,,2019,2019-10-23,Partido Independiente,PI,,,,,1
Intencion de voto,Opcion,Nacional,2019,,2019,2019-10-23,Partido de la Gente,PG,,,,,1.4
Intencion de voto,Opcion,Nacional,2019,,2019,2019-10-23,Unidad Popular,UP,,,,,0.7
Intencion de voto,Opcion,Nacional,2019,,2019,2019-10-23,Cabildo Abierto,CA,,,,,11
Intencion de voto,Opcion,Nacional,2019,,2019,2019-10-23,Partido Ecologista Radical Intransigente,PERI,,,,,1.1
Intencion de voto,Opcion,Nacional,2019,,2019,2019-10-23,"Indecisos, blanco y anulado",I/B/A,,,,,15
Intencion de voto,Radar,Nacional,2019,,2019,2019-10-23,Frente Amplio,FA,,,,,43
Intencion de voto,Radar,Nacional,2019,,2019,2019-10-23,Partido Nacional,PN,,,,,24.2
Intencion de voto,Radar,Nacional,2019,,2019,2019-10-23,Partido Colorado,PC,,,,,15.5
Intencion de voto,Radar,Nacional,2019,,2019,2019-10-23,Partido Independiente,PI,,,,,1
Intencion de voto,Radar,Nacional,2019,,2019,2019-10-23,Partido de la Gente,PG,,,,,0.7
Intencion de voto,Radar,Nacional,2019,,2019,2019-10-23,Unidad Popular,UP,,,,,0.8
Intencion de voto,Radar,Nacional,2019,,2019,2019-10-23,Cabildo Abierto,CA,,,,,9.4
Intencion de voto,Radar,Nacional,2019,,2019,2019-10-23,Partido Ecologista Radical Intransigente,PERI,,,,,1.2
Intencion de voto,Radar,Nacional,2019,,2019,2019-10-23,Otros partidos,OtrosP,,,,,1.2
Intencion de voto,Radar,Nacional,2019,,2019,2019-10-23,No sabe o no contesta,NS/NC,,,,,1.5
Intencion de voto,Radar,Nacional,2019,,2019,2019-10-23,Blanco o anulado,B/A,,,,,1.5
Intencion de voto,Cifra,Nacional,2019,,2019,2019-10-20,Frente Amplio,FA,,,,,38
Intencion de voto,Cifra,Nacional,2019,,2019,2019-10-20,Partido Nacional,PN,,,,,27
Intencion de voto,Cifra,Nacional,2019,,2019,2019-10-20,Partido Colorado,PC,,,,,11
Intencion de voto,Cifra,Nacional,2019,,2019,2019-10-20,Partido Independiente,PI,,,,,2
Intencion de voto,Cifra,Nacional,2019,,2019,2019-10-20,Partido de la Gente,PG,,,,,1
Intencion de voto,Cifra,Nacional,2019,,2019,2019-10-20,Unidad Popular,UP,,,,,1
Intencion de voto,Cifra,Nacional,2019,,2019,2019-10-20,Cabildo Abierto,CA,,,,,10
Intencion de voto,Cifra,Nacional,2019,,2019,2019-10-20,Partido Ecologista Radical Intransigente,PERI,,,,,1
Intencion de voto,Cifra,Nacional,2019,,2019,2019-10-20,Otros partidos,OtrosP,,,,,1
Intencion de voto,Cifra,Nacional,2019,,2019,2019-10-20,"Indecisos, blanco y anulado",I/B/A,,,,,8
Intencion de voto,Factum,Nacional,2019,,2019,2019-10-20,Blanco o anulado,B/A,,,,,2
Intencion de voto,Factum,Nacional,2019,,2019,2019-10-20,Cabildo Abierto,CA,,,,,11
Intencion de voto,Factum,Nacional,2019,,2019,2019-10-20,Frente Amplio,FA,,,,,40
Intencion de voto,Factum,Nacional,2019,,2019,2019-10-20,Partido Verde Animalista,PVA,,,,,1
Intencion de voto,Factum,Nacional,2019,,2019,2019-10-20,Partido Colorado,PC,,,,,13
Intencion de voto,Factum,Nacional,2019,,2019,2019-10-20,Partido de la Gente,PG,,,,,1
Intencion de voto,Factum,Nacional,2019,,2019,2019-10-20,Partido Independiente,PI,,,,,2
Intencion de voto,Factum,Nacional,2019,,2019,2019-10-20,Partido Nacional,PN,,,,,28
Intencion de voto,Factum,Nacional,2019,,2019,2019-10-20,Partido Ecologista Radical Intransigente,PERI,,,,,2
Intencion de voto,Factum,Nacional,2019,,2019,2019-10-20,Unidad Popular,UP,,,,,1
Intencion de voto,Opcion,Nacional,2019,,2019,2019-10-09,Blanco o anulado,B/A,,,,,7
Intencion de voto,Opcion,Nacional,2019,,2019,2019-10-09,Cabildo Abierto,CA,,,,,12
Intencion de voto,Opcion,Nacional,2019,,2019,2019-10-09,Frente Amplio,FA,,,,,33
Intencion de voto,Opcion,Nacional,2019,,2019,2019-10-09,No sabe o no contesta,NS/NC,,,,,9
Intencion de voto,Opcion,Nacional,2019,,2019,2019-10-09,Otros partidos,OtrosP,,,,,1
Intencion de voto,Opcion,Nacional,2019,,2019,2019-10-09,Partido Colorado,PC,,,,,10
Intencion de voto,Opcion,Nacional,2019,,2019,2019-10-09,Partido de la Gente,PG,,,,,1
Intencion de voto,Opcion,Nacional,2019,,2019,2019-10-09,Partido Nacional,PN,,,,,25
Intencion de voto,Opcion,Nacional,2019,,2019,2019-10-09,Partido Ecologista Radical Intransigente,PERI,,,,,2
Intencion de voto,Factum,Nacional,2019,,2019,2019-10-08,Blanco o anulado,B/A,,,,,2
Intencion de voto,Factum,Nacional,2019,,2019,2019-10-08,Cabildo Abierto,CA,,,,,10
Intencion de voto,Factum,Nacional,2019,,2019,2019-10-08,Frente Amplio,FA,,,,,38
Intencion de voto,Factum,Nacional,2019,,2019,2019-10-08,Otros partidos,OtrosP,,,,,1
Intencion de voto,Factum,Nacional,2019,,2019,2019-10-08,Partido Colorado,PC,,,,,16
Intencion de voto,Factum,Nacional,2019,,2019,2019-10-08,Partido de la Gente,PG,,,,,2
Intencion de voto,Factum,Nacional,2019,,2019,2019-10-08,Partido Independiente,PI,,,,,2
Intencion de voto,Factum,Nacional,2019,,2019,2019-10-08,Partido Nacional,PN,,,,,27
Intencion de voto,Factum,Nacional,2019,,2019,2019-10-08,Partido Ecologista Radical Intransigente,PERI,,,,,2
Intencion de voto,Factum,Nacional,2019,,2019,2019-10-08,Unidad Popular,UP,,,,,1
Intencion de voto,Radar,Nacional,2019,,2019,2019-10-08,Frente Amplio,FA,,,,,41
Intencion de voto,Radar,Nacional,2019,,2019,2019-10-08,Partido Nacional,PN,,,,,22.6
Intencion de voto,Radar,Nacional,2019,,2019,2019-10-08,Partido Colorado,PC,,,,,16
Intencion de voto,Radar,Nacional,2019,,2019,2019-10-08,Partido Independiente,PI,,,,,1
Intencion de voto,Radar,Nacional,2019,,2019,2019-10-08,Partido de la Gente,PG,,,,,0.7
Intencion de voto,Radar,Nacional,2019,,2019,2019-10-08,Unidad Popular,UP,,,,,0.9
Intencion de voto,Radar,Nacional,2019,,2019,2019-10-08,Cabildo Abierto,CA,,,,,11.5
